Client Name,Client Identifier,Scheme Category/Section Name,Scheme Category/Section Name Identifier,Unique Member Reference,Unique ID,Status of Member,Status of Registration,Year of Birth,Gender,Short Post Code of Member,Contract Start Date,Contract End Date,Original Date of Joining,Scheme Policy Joining Date,Registration Status,Lapse Date
Client_194 Ltd,CL-194,Family,SC-328,MBR-06142,UID-00006142,Active,Registered,1977,M,M17 8GL,2024-10-01,2025-10-30,2017-04-26,2020-05-07,Registered,
Client_023 Ltd,CL-023,Individual,SC-882,MBR-06143,UID-00006143,Active,Registered,1995,M,W18E 8XP,2024-04-23,2025-10-30,2019-10-19,2022-07-02,Registered,
Client_016 Ltd,CL-016,Corporate,SC-258,MBR-06144,UID-00006144,Active,Registered,1975,F,M17 5PO,2018-07-23,2025-10-30,2012-03-24,2014-10-07,Registered,
Client_044 Ltd,CL-044,Corporate,SC-870,MBR-06145,UID-00006145,Active,Registered,1984,F,WC12 6UR,2024-01-25,2025-10-30,2021-05-30,2022-03-26,Registered,
Client_072 Ltd,CL-072,Corporate,SC-229,MBR-06146,UID-00006146,Active,Registered,1975,M,B7 6MT,2022-11-14,2025-10-30,2018-03-19,2021-12-10,Registered,
Client_196 Ltd,CL-196,Individual,SC-593,MBR-06147,UID-00006147,Active,Registered,1979,M,EH4F 1CT,2020-06-26,2024-06-24,2011-06-13,2013-06-13,Registered,
Client_014 Ltd,CL-014,Corporate,SC-162,MBR-06148,UID-00006148,Active,Registered,1982,M,EC2 5NU,2020-08-13,2024-02-04,2012-01-05,2018-11-27,Registered,
Client_137 Ltd,CL-137,Corporate,SC-419,MBR-06149,UID-00006149,Active,Registered,1975,F,W5 8DS,2019-10-04,2025-10-30,2005-03-07,2008-01-27,Registered,
Client_075 Ltd,CL-075,Corporate,SC-724,MBR-06150,UID-00006150,Active,Registered,1973,F,SE19 4GL,2020-11-23,2023-09-09,2009-01-01,2015-05-28,Registered,
Client_108 Ltd,CL-108,Family,SC-367,MBR-06151,UID-00006151,Active,Registered,1985,F,WC2D 4YR,2015-02-09,2016-12-12,2001-07-20,2013-08-03,Registered,
Client_144 Ltd,CL-144,Family,SC-344,MBR-06152,UID-00006152,Active,Registered,1974,F,EH18N 7QE,2022-03-09,2025-10-30,2009-02-14,2021-08-30,Registered,
Client_141 Ltd,CL-141,Corporate,SC-997,MBR-06153,UID-00006153,Active,Registered,1974,M,EH12N 6FN,2022-02-07,2025-03-21,2015-10-23,2018-03-14,Registered,
Client_036 Ltd,CL-036,Family,SC-243,MBR-06154,UID-00006154,Active,Registered,1973,M,N2Y 5YR,2022-02-16,2025-10-30,2013-09-20,2015-07-27,Registered,
Client_044 Ltd,CL-044,Individual,SC-588,MBR-06155,UID-00006155,Active,Registered,1982,M,EH9 2DF,2018-07-10,2022-08-09,2015-07-12,2016-07-09,Registered,
Client_100 Ltd,CL-100,Corporate,SC-811,MBR-06156,UID-00006156,Active,Registered,1992,M,N13 4JX,2022-06-02,2024-03-07,2015-12-17,2018-12-27,Registered,
Client_081 Ltd,CL-081,Family,SC-399,MBR-06157,UID-00006157,Active,Registered,1998,F,G4 3ZE,2024-03-04,2025-10-30,2020-06-19,2022-11-03,Registered,
Client_014 Ltd,CL-014,Corporate,SC-129,MBR-06158,UID-00006158,Active,Registered,1975,F,E19R 8QN,2016-07-30,2024-10-27,2001-11-02,2008-06-08,Registered,
Client_093 Ltd,CL-093,SME,SC-263,MBR-06159,UID-00006159,Active,Registered,2004,M,L1 5VX,2021-07-19,2025-10-30,2015-02-21,2020-10-25,Registered,
Client_017 Ltd,CL-017,Individual,SC-488,MBR-06160,UID-00006160,Active,Registered,1972,F,BT12 1KK,2017-02-26,2025-09-15,2014-11-22,2016-08-29,Registered,
Client_193 Ltd,CL-193,Family,SC-461,MBR-06161,UID-00006161,Active,Registered,1993,M,EH16 2OJ,2019-04-17,2025-10-30,2018-04-07,2019-03-15,Registered,
Client_097 Ltd,CL-097,Corporate,SC-451,MBR-06162,UID-00006162,Active,Registered,1975,M,EC3 5GJ,2024-09-20,2025-10-30,2017-04-17,2023-12-02,Registered,
Client_126 Ltd,CL-126,Family,SC-662,MBR-06163,UID-00006163,Active,Registered,1974,M,L7 9WC,2020-03-03,2024-06-19,2007-11-08,2013-05-19,Registered,
Client_054 Ltd,CL-054,Individual,SC-431,MBR-06164,UID-00006164,Active,Registered,1975,M,SE11 1SE,2015-06-13,2021-01-31,2012-10-31,2015-05-16,Registered,
Client_126 Ltd,CL-126,Individual,SC-731,MBR-06165,UID-00006165,Active,Registered,1982,M,BT6L 9BX,2016-02-06,2022-10-19,2011-01-10,2013-05-05,Registered,
Client_130 Ltd,CL-130,Individual,SC-284,MBR-06166,UID-00006166,Active,Registered,1988,M,EC13 6OU,2021-12-07,2025-10-30,2007-01-10,2010-01-18,Registered,
Client_145 Ltd,CL-145,Corporate,SC-368,MBR-06167,UID-00006167,Active,Registered,1989,M,G14W 5GG,2015-12-19,2018-08-19,2006-02-21,2007-01-26,Registered,
Client_023 Ltd,CL-023,Corporate,SC-475,MBR-06168,UID-00006168,Active,Registered,1973,F,W14 8AZ,2016-11-03,2023-07-16,2013-04-08,2015-11-16,Registered,
Client_129 Ltd,CL-129,Family,SC-673,MBR-06169,UID-00006169,Active,Registered,1973,M,L11V 5HY,2022-11-24,2025-03-15,2012-09-09,2017-06-18,Registered,
Client_012 Ltd,CL-012,Corporate,SC-151,MBR-06170,UID-00006170,Active,Registered,1973,M,M9 1ZW,2023-08-20,2025-10-30,2017-06-19,2021-08-10,Registered,
Client_141 Ltd,CL-141,Corporate,SC-269,MBR-06171,UID-00006171,Active,Registered,1981,M,SE1S 8IT,2015-09-22,2017-12-30,2001-02-11,2014-11-09,Registered,
Client_012 Ltd,CL-012,Family,SC-341,MBR-06172,UID-00006172,Active,Registered,1980,F,EC12V 3DA,2017-12-01,2025-07-29,2003-10-11,2011-10-29,Registered,
Client_057 Ltd,CL-057,Corporate,SC-838,MBR-06173,UID-00006173,Active,Registered,1973,M,W17 9RU,2023-04-27,2025-10-30,2020-08-22,2022-08-26,Registered,
Client_086 Ltd,CL-086,Individual,SC-844,MBR-06174,UID-00006174,Active,Registered,1985,F,CF20 2GE,2018-05-07,2022-12-29,2003-08-27,2009-08-04,Registered,
Client_018 Ltd,CL-018,Individual,SC-353,MBR-06175,UID-00006175,Active,Registered,2005,M,WC12 6GQ,2024-06-16,2025-10-30,2010-08-12,2022-09-27,Registered,
Client_103 Ltd,CL-103,Family,SC-223,MBR-06176,UID-00006176,Active,Registered,1977,F,B17 2DC,2015-07-26,2019-09-17,2004-01-27,2006-10-29,Registered,
Client_083 Ltd,CL-083,Individual,SC-129,MBR-06177,UID-00006177,Active,Registered,1978,F,L16H 5OL,2015-04-20,2021-08-30,2002-02-19,2007-12-11,Registered,
Client_094 Ltd,CL-094,Family,SC-619,MBR-06178,UID-00006178,Active,Registered,1988,M,BS2 7JV,2019-07-26,2023-07-15,2007-09-29,2009-10-04,Registered,
Client_143 Ltd,CL-143,Family,SC-201,MBR-06179,UID-00006179,Active,Registered,1977,M,N13N 6JN,2024-08-02,2025-10-30,2016-06-09,2020-01-20,Registered,
Client_167 Ltd,CL-167,Corporate,SC-616,MBR-06180,UID-00006180,Active,Registered,1989,M,N1 2HK,2019-11-02,2024-08-03,2016-11-23,2017-02-16,Registered,
Client_078 Ltd,CL-078,Individual,SC-462,MBR-06181,UID-00006181,Active,Registered,1975,F,M13 3EV,2020-10-20,2025-10-30,2014-11-10,2017-02-20,Registered,
Client_073 Ltd,CL-073,Family,SC-763,MBR-06182,UID-00006182,Active,Registered,2001,M,WC19S 2YO,2016-02-12,2017-10-08,2010-08-04,2015-04-27,Registered,
Client_197 Ltd,CL-197,Family,SC-386,MBR-06183,UID-00006183,Active,Registered,1986,M,WC10P 7BZ,2017-04-19,2020-07-16,2012-04-12,2014-05-26,Registered,
Client_161 Ltd,CL-161,Corporate,SC-838,MBR-06184,UID-00006184,Active,Registered,1976,F,L9 1XV,2019-07-18,2025-10-30,2017-10-03,2019-02-14,Registered,
Client_176 Ltd,CL-176,Corporate,SC-649,MBR-06185,UID-00006185,Active,Registered,1977,M,NW14J 9CB,2022-07-19,2025-10-30,2017-09-14,2018-01-14,Registered,
Client_133 Ltd,CL-133,SME,SC-847,MBR-06186,UID-00006186,Lapsed,Cancelled,1977,F,BT19 6DM,2015-10-06,2019-02-06,2008-01-28,2009-10-27,Cancelled,2019-02-06
Client_088 Ltd,CL-088,SME,SC-124,MBR-06187,UID-00006187,Active,Registered,1996,F,EC11L 2XF,2023-09-14,2024-10-30,2017-02-07,2017-07-23,Registered,
Client_008 Ltd,CL-008,Individual,SC-937,MBR-06188,UID-00006188,Lapsed,Cancelled,1970,M,SW6X 2PK,2024-08-11,2025-10-30,2011-08-13,2016-03-21,Cancelled,2025-10-30
Client_147 Ltd,CL-147,SME,SC-433,MBR-06189,UID-00006189,Active,Registered,1976,M,BS3 1TK,2020-03-04,2022-07-03,2012-01-28,2016-12-21,Registered,
Client_180 Ltd,CL-180,Corporate,SC-864,MBR-06190,UID-00006190,Active,Registered,1977,M,CF9 2QX,2015-02-20,2023-12-08,2002-11-03,2014-02-26,Registered,
Client_012 Ltd,CL-012,Corporate,SC-798,MBR-06191,UID-00006191,Active,Registered,1982,F,L9H 4NM,2018-02-20,2025-10-30,2007-02-21,2008-03-27,Registered,
Client_072 Ltd,CL-072,Individual,SC-905,MBR-06192,UID-00006192,Active,Registered,1980,F,G1N 2KN,2024-12-12,2025-10-30,2011-03-24,2012-11-03,Registered,
Client_136 Ltd,CL-136,Corporate,SC-195,MBR-06193,UID-00006193,Active,Registered,1968,F,L18X 2VL,2016-03-06,2021-05-28,2004-02-20,2012-05-20,Registered,
Client_055 Ltd,CL-055,Corporate,SC-359,MBR-06194,UID-00006194,Active,Registered,1979,F,EH18B 6FX,2020-02-18,2025-10-30,2007-02-08,2014-10-10,Registered,
Client_122 Ltd,CL-122,Individual,SC-341,MBR-06195,UID-00006195,Active,Registered,1982,F,B19D 2UV,2022-02-11,2025-10-30,2015-10-22,2021-09-09,Registered,
Client_093 Ltd,CL-093,Family,SC-775,MBR-06196,UID-00006196,Active,Registered,1976,M,W10V 5QD,2015-11-20,2019-12-22,2011-05-07,2015-06-29,Registered,
Client_162 Ltd,CL-162,Corporate,SC-628,MBR-06197,UID-00006197,Active,Registered,1989,M,B4D 4QL,2020-02-07,2025-04-23,2005-08-01,2016-05-13,Registered,
Client_082 Ltd,CL-082,Family,SC-634,MBR-06198,UID-00006198,Active,Registered,1992,F,BS19 2JF,2021-08-19,2025-01-22,2013-02-10,2015-03-23,Registered,
Client_193 Ltd,CL-193,Individual,SC-827,MBR-06199,UID-00006199,Active,Registered,1982,M,CF11E 3WA,2017-05-23,2022-06-13,2006-07-30,2011-03-24,Registered,
Client_047 Ltd,CL-047,Individual,SC-280,MBR-06200,UID-00006200,Active,Registered,1985,M,W15 1EB,2019-12-10,2024-10-04,2012-03-14,2019-01-29,Registered,
Client_108 Ltd,CL-108,Family,SC-585,MBR-06201,UID-00006201,Active,Registered,1961,F,B10 9QQ,2016-07-01,2022-06-10,2005-11-21,2010-04-29,Registered,
Client_035 Ltd,CL-035,SME,SC-330,MBR-06202,UID-00006202,Active,Registered,1978,M,BS13 5RC,2018-12-15,2020-01-18,2015-01-22,2018-12-04,Registered,
Client_160 Ltd,CL-160,Family,SC-599,MBR-06203,UID-00006203,Active,Registered,1993,F,E15W 2HV,2023-03-05,2025-10-30,2016-06-30,2022-09-06,Registered,
Client_179 Ltd,CL-179,Corporate,SC-751,MBR-06204,UID-00006204,Active,Registered,1978,F,BS15 6TD,2016-01-11,2021-07-09,2002-01-19,2011-06-18,Registered,
Client_106 Ltd,CL-106,Family,SC-892,MBR-06205,UID-00006205,Pending,Pending,1975,M,CF10 2KG,2020-11-26,2025-05-16,2011-04-17,2012-02-23,Pending,
Client_134 Ltd,CL-134,Corporate,SC-956,MBR-06206,UID-00006206,Active,Registered,2005,F,E4 1DD,2019-11-14,2025-10-30,2016-04-12,2018-09-02,Registered,
Client_137 Ltd,CL-137,Corporate,SC-372,MBR-06207,UID-00006207,Active,Registered,2001,M,EC2 3GD,2021-12-13,2025-10-30,2018-12-02,2020-04-17,Registered,
Client_040 Ltd,CL-040,Corporate,SC-692,MBR-06208,UID-00006208,Active,Registered,1987,M,G13 9YF,2024-01-08,2025-10-30,2019-03-15,2021-08-07,Registered,
Client_176 Ltd,CL-176,Corporate,SC-147,MBR-06209,UID-00006209,Active,Registered,1994,M,WC10L 1XE,2017-11-08,2023-03-05,2008-09-08,2016-12-16,Registered,
Client_200 Ltd,CL-200,Family,SC-700,MBR-06210,UID-00006210,Lapsed,Cancelled,1960,M,E9 7PC,2022-02-09,2025-10-30,2008-12-13,2009-03-12,Cancelled,2025-10-30
Client_096 Ltd,CL-096,Corporate,SC-686,MBR-06211,UID-00006211,Active,Registered,1975,M,WC6F 6HY,2018-05-25,2020-11-19,2013-08-27,2018-03-21,Registered,
Client_154 Ltd,CL-154,Corporate,SC-365,MBR-06212,UID-00006212,Active,Registered,1978,M,M6Q 8ZB,2019-09-25,2024-11-18,2012-08-04,2019-01-14,Registered,
Client_082 Ltd,CL-082,Corporate,SC-772,MBR-06213,UID-00006213,Active,Registered,1980,M,BT16 5YE,2021-03-30,2024-09-19,2014-01-24,2019-06-05,Registered,
Client_037 Ltd,CL-037,Corporate,SC-386,MBR-06214,UID-00006214,Active,Registered,1978,M,EC19 8UW,2019-04-24,2024-08-29,2013-10-13,2015-05-31,Registered,
Client_180 Ltd,CL-180,Corporate,SC-609,MBR-06215,UID-00006215,Active,Registered,1957,F,CF13 5BR,2020-07-17,2025-10-30,2011-04-10,2011-07-24,Registered,
Client_140 Ltd,CL-140,Corporate,SC-193,MBR-06216,UID-00006216,Active,Registered,1986,F,EH16 2BO,2018-12-04,2020-05-03,2007-03-12,2013-05-09,Registered,
Client_166 Ltd,CL-166,Family,SC-646,MBR-06217,UID-00006217,Active,Registered,1988,M,L6 1AH,2022-02-14,2025-10-30,2009-12-02,2022-01-10,Registered,
Client_196 Ltd,CL-196,Corporate,SC-988,MBR-06218,UID-00006218,Active,Registered,1999,M,EC2 6CA,2019-03-16,2025-10-30,2007-12-04,2012-06-03,Registered,
Client_016 Ltd,CL-016,Family,SC-756,MBR-06219,UID-00006219,Active,Registered,1975,M,EH5R 3LI,2023-12-06,2025-10-30,2011-12-16,2023-04-22,Registered,
Client_189 Ltd,CL-189,Individual,SC-895,MBR-06220,UID-00006220,Active,Registered,1974,M,N14 2NX,2020-01-19,2024-09-14,2012-01-01,2017-11-04,Registered,
Client_024 Ltd,CL-024,Corporate,SC-989,MBR-06221,UID-00006221,Active,Registered,1956,F,EC19Q 4SR,2017-08-20,2023-01-05,2009-04-23,2013-11-26,Registered,
Client_145 Ltd,CL-145,Corporate,SC-167,MBR-06222,UID-00006222,Active,Registered,1980,F,L6Y 2ZR,2018-08-22,2019-10-20,2010-12-06,2012-12-25,Registered,
Client_115 Ltd,CL-115,Family,SC-839,MBR-06223,UID-00006223,Active,Registered,1992,M,N17 7UG,2022-12-30,2025-10-30,2010-04-07,2012-05-23,Registered,
Client_095 Ltd,CL-095,Individual,SC-306,MBR-06224,UID-00006224,Active,Registered,1976,M,N15 7QA,2024-08-25,2025-10-30,2023-05-12,2024-07-09,Registered,
Client_004 Ltd,CL-004,SME,SC-946,MBR-06225,UID-00006225,Active,Registered,2004,M,EH2X 4LO,2015-04-17,2022-01-05,2001-04-02,2008-07-01,Registered,
Client_050 Ltd,CL-050,Corporate,SC-988,MBR-06226,UID-00006226,Active,Registered,1980,F,WC3 6SH,2019-08-20,2025-10-30,2015-01-08,2015-12-08,Registered,
Client_108 Ltd,CL-108,Corporate,SC-247,MBR-06227,UID-00006227,Active,Registered,1984,M,SE3 3VC,2018-06-02,2024-11-29,2013-07-25,2016-11-05,Registered,
Client_102 Ltd,CL-102,Corporate,SC-403,MBR-06228,UID-00006228,Active,Registered,1969,F,EC11Z 8XB,2018-11-10,2025-01-06,2008-05-22,2015-10-21,Registered,
Client_131 Ltd,CL-131,Family,SC-877,MBR-06229,UID-00006229,Lapsed,Cancelled,1985,F,G1 1PP,2019-04-03,2023-05-12,2014-12-03,2016-03-16,Cancelled,2023-05-12
Client_008 Ltd,CL-008,Family,SC-139,MBR-06230,UID-00006230,Active,Registered,1963,M,G1 9YJ,2015-03-01,2021-08-04,2000-09-26,2014-10-26,Registered,
Client_012 Ltd,CL-012,SME,SC-516,MBR-06231,UID-00006231,Active,Registered,1989,F,B19 7GZ,2021-08-16,2025-10-30,2020-06-15,2020-11-12,Registered,
Client_163 Ltd,CL-163,Individual,SC-253,MBR-06232,UID-00006232,Active,Registered,1990,F,G15 7WN,2023-10-19,2025-10-30,2012-02-19,2015-10-29,Registered,
Client_066 Ltd,CL-066,Family,SC-173,MBR-06233,UID-00006233,Active,Registered,1996,F,E3A 6SL,2015-04-28,2023-04-25,2007-05-14,2015-03-01,Registered,
Client_181 Ltd,CL-181,Corporate,SC-839,MBR-06234,UID-00006234,Active,Registered,1972,M,SE20 5RI,2022-06-20,2025-10-30,2015-02-15,2020-10-29,Registered,
Client_093 Ltd,CL-093,Corporate,SC-391,MBR-06235,UID-00006235,Active,Registered,1984,M,G9 3LS,2023-12-08,2025-10-30,2011-12-06,2014-06-13,Registered,
Client_161 Ltd,CL-161,Family,SC-518,MBR-06236,UID-00006236,Active,Registered,1988,F,L11H 1XK,2015-10-13,2021-07-08,2011-07-06,2012-02-22,Registered,
Client_114 Ltd,CL-114,Individual,SC-197,MBR-06237,UID-00006237,Active,Registered,1987,F,SE12V 7GV,2019-04-14,2025-10-30,2013-08-12,2015-07-10,Registered,
Client_018 Ltd,CL-018,Family,SC-337,MBR-06238,UID-00006238,Active,Registered,1974,F,G4 2AT,2019-08-20,2025-05-01,2015-06-25,2019-03-01,Registered,
Client_104 Ltd,CL-104,Corporate,SC-321,MBR-06239,UID-00006239,Active,Registered,1959,F,CF16 2VH,2015-01-19,2024-12-04,2000-05-31,2009-06-10,Registered,
Client_186 Ltd,CL-186,Family,SC-459,MBR-06240,UID-00006240,Active,Registered,1986,F,CF8 6XT,2017-10-02,2025-05-05,2010-03-08,2016-10-09,Registered,
Client_086 Ltd,CL-086,Family,SC-366,MBR-06241,UID-00006241,Active,Registered,1981,F,SW11 5CP,2022-04-03,2025-10-30,2019-07-04,2022-01-28,Registered,
Client_093 Ltd,CL-093,Family,SC-548,MBR-06242,UID-00006242,Active,Registered,1977,M,WC16 3EH,2019-05-13,2023-11-13,2012-05-09,2015-08-18,Registered,
Client_045 Ltd,CL-045,Individual,SC-293,MBR-06243,UID-00006243,Active,Registered,1990,F,M5 8QZ,2017-10-10,2025-10-30,2014-09-11,2015-12-20,Registered,
Client_143 Ltd,CL-143,Corporate,SC-915,MBR-06244,UID-00006244,Active,Registered,1982,F,BT2 4VF,2015-04-26,2023-06-15,2010-11-30,2011-06-16,Registered,
Client_143 Ltd,CL-143,Family,SC-841,MBR-06245,UID-00006245,Active,Registered,1969,F,EC18T 2OC,2023-07-09,2025-10-30,2013-11-15,2021-10-26,Registered,
Client_045 Ltd,CL-045,SME,SC-353,MBR-06246,UID-00006246,Active,Registered,1963,F,WC12 5VO,2024-02-19,2025-10-30,2016-06-04,2024-01-22,Registered,
Client_196 Ltd,CL-196,Individual,SC-583,MBR-06247,UID-00006247,Active,Registered,1971,M,L5 2CF,2015-05-01,2018-04-18,2002-10-19,2008-10-03,Registered,
Client_100 Ltd,CL-100,Corporate,SC-160,MBR-06248,UID-00006248,Active,Registered,2005,F,BT11 7HY,2022-04-23,2023-12-04,2014-05-01,2017-02-09,Registered,
Client_197 Ltd,CL-197,Family,SC-272,MBR-06249,UID-00006249,Active,Registered,1990,F,EH7M 4HD,2021-08-08,2025-10-30,2010-07-03,2011-06-09,Registered,
Client_195 Ltd,CL-195,Family,SC-983,MBR-06250,UID-00006250,Active,Registered,1984,M,SW18 3HB,2021-03-02,2025-10-30,2015-10-01,2018-10-11,Registered,
Client_062 Ltd,CL-062,Corporate,SC-886,MBR-06251,UID-00006251,Active,Registered,1981,M,CF11 5VA,2021-12-08,2025-10-30,2010-01-23,2013-03-28,Registered,
Client_084 Ltd,CL-084,Corporate,SC-429,MBR-06252,UID-00006252,Active,Registered,1980,M,SW8 9DQ,2016-11-01,2020-02-07,2012-10-08,2013-03-19,Registered,
Client_172 Ltd,CL-172,Individual,SC-429,MBR-06253,UID-00006253,Active,Registered,1994,M,SW8 5RL,2022-12-03,2024-02-28,2011-03-12,2017-04-09,Registered,
Client_020 Ltd,CL-020,Family,SC-455,MBR-06254,UID-00006254,Active,Registered,1978,M,SE2 3CQ,2015-04-05,2019-05-03,2012-10-05,2013-04-01,Registered,
Client_167 Ltd,CL-167,Family,SC-873,MBR-06255,UID-00006255,Active,Registered,1988,M,E10L 1RC,2024-07-02,2025-10-30,2019-01-09,2024-03-06,Registered,
Client_039 Ltd,CL-039,Corporate,SC-941,MBR-06256,UID-00006256,Active,Registered,1979,F,BT2L 7CN,2022-02-06,2025-10-30,2007-07-02,2016-04-29,Registered,
Client_129 Ltd,CL-129,Corporate,SC-868,MBR-06257,UID-00006257,Active,Registered,2002,F,EH18 4FY,2022-09-02,2025-10-30,2014-07-13,2015-10-14,Registered,
Client_108 Ltd,CL-108,SME,SC-806,MBR-06258,UID-00006258,Active,Registered,1990,F,SE10 8AG,2020-01-28,2025-10-30,2015-02-13,2019-03-25,Registered,
Client_067 Ltd,CL-067,Corporate,SC-500,MBR-06259,UID-00006259,Active,Registered,1995,F,E1X 5VP,2021-07-05,2025-10-30,2010-02-09,2018-04-04,Registered,
Client_047 Ltd,CL-047,Corporate,SC-295,MBR-06260,UID-00006260,Active,Registered,1977,M,M7 5JE,2017-04-04,2019-02-13,2006-03-16,2010-07-30,Registered,
Client_118 Ltd,CL-118,Corporate,SC-397,MBR-06261,UID-00006261,Active,Registered,1993,M,W2 2BZ,2022-06-01,2024-09-19,2017-09-22,2019-09-29,Registered,
Client_054 Ltd,CL-054,Corporate,SC-745,MBR-06262,UID-00006262,Lapsed,Cancelled,1979,F,SW10 1CA,2016-09-06,2024-11-02,2004-09-07,2015-10-22,Cancelled,2024-11-02
Client_148 Ltd,CL-148,Family,SC-662,MBR-06263,UID-00006263,Active,Registered,1984,M,B4J 6LK,2015-11-06,2022-10-19,2001-03-23,2004-07-28,Registered,
Client_137 Ltd,CL-137,Family,SC-222,MBR-06264,UID-00006264,Active,Registered,1999,F,BT19 1XP,2018-05-25,2020-11-25,2013-04-24,2014-03-04,Registered,
Client_095 Ltd,CL-095,Family,SC-371,MBR-06265,UID-00006265,Active,Registered,1972,F,E5 6NY,2016-11-07,2024-08-14,2006-04-11,2011-07-30,Registered,
Client_028 Ltd,CL-028,Family,SC-217,MBR-06266,UID-00006266,Active,Registered,1985,M,BT5 8MZ,2015-06-17,2024-07-08,2002-05-10,2014-09-05,Registered,
Client_064 Ltd,CL-064,Family,SC-975,MBR-06267,UID-00006267,Active,Registered,1987,F,SE17 9SR,2022-01-23,2024-02-13,2015-06-08,2017-04-15,Registered,
Client_035 Ltd,CL-035,Corporate,SC-999,MBR-06268,UID-00006268,Active,Registered,1988,M,EH18 8PN,2018-02-06,2021-09-27,2008-09-29,2016-05-05,Registered,
Client_040 Ltd,CL-040,Individual,SC-762,MBR-06269,UID-00006269,Active,Registered,1978,M,EH15 2GQ,2015-07-18,2022-07-12,2012-08-13,2013-05-26,Registered,
Client_125 Ltd,CL-125,Family,SC-461,MBR-06270,UID-00006270,Active,Registered,2003,F,EH15 3ZG,2016-02-06,2017-06-16,2008-09-17,2009-09-17,Registered,
Client_102 Ltd,CL-102,Corporate,SC-574,MBR-06271,UID-00006271,Active,Registered,1970,M,SE18 4TO,2022-08-24,2025-10-30,2014-11-26,2018-04-19,Registered,
Client_002 Ltd,CL-002,Corporate,SC-565,MBR-06272,UID-00006272,Active,Registered,1997,F,N2S 4BI,2021-01-28,2023-03-20,2006-11-19,2019-08-08,Registered,
Client_131 Ltd,CL-131,Family,SC-780,MBR-06273,UID-00006273,Active,Registered,1995,M,G4 6KX,2015-07-03,2018-01-09,2011-11-26,2014-09-05,Registered,
Client_014 Ltd,CL-014,Corporate,SC-213,MBR-06274,UID-00006274,Active,Registered,2002,F,CF17 2UX,2015-01-17,2022-02-06,2009-01-18,2014-07-26,Registered,
Client_099 Ltd,CL-099,SME,SC-671,MBR-06275,UID-00006275,Active,Registered,1967,F,BT8U 9VA,2016-07-07,2025-06-14,2004-05-07,2009-03-30,Registered,
Client_068 Ltd,CL-068,Family,SC-157,MBR-06276,UID-00006276,Active,Registered,1974,F,EH19 5XV,2023-04-03,2025-10-30,2015-09-20,2016-07-20,Registered,
Client_047 Ltd,CL-047,SME,SC-865,MBR-06277,UID-00006277,Active,Registered,1997,M,NW8 2LP,2021-01-12,2025-10-30,2006-06-01,2014-01-07,Registered,
Client_094 Ltd,CL-094,Individual,SC-560,MBR-06278,UID-00006278,Active,Registered,1964,M,L17 4SD,2017-11-10,2022-07-09,2016-05-09,2016-08-16,Registered,
Client_182 Ltd,CL-182,Individual,SC-357,MBR-06279,UID-00006279,Active,Registered,1966,F,L8 3BL,2018-12-15,2023-08-06,2014-07-10,2015-08-24,Registered,
Client_186 Ltd,CL-186,Corporate,SC-678,MBR-06280,UID-00006280,Active,Registered,1978,M,M10 4SF,2018-03-20,2025-10-30,2007-05-04,2008-10-19,Registered,
Client_190 Ltd,CL-190,Corporate,SC-238,MBR-06281,UID-00006281,Active,Registered,1984,F,BT3 6IA,2018-02-08,2023-01-21,2014-09-11,2015-08-16,Registered,
Client_051 Ltd,CL-051,Family,SC-247,MBR-06282,UID-00006282,Active,Registered,1998,F,CF8 7OA,2020-01-14,2021-07-09,2016-11-30,2019-09-01,Registered,
Client_048 Ltd,CL-048,Family,SC-869,MBR-06283,UID-00006283,Active,Registered,1981,F,E2 2YL,2018-08-31,2025-10-30,2004-04-04,2015-06-10,Registered,
Client_155 Ltd,CL-155,SME,SC-777,MBR-06284,UID-00006284,Active,Registered,1976,F,EC15 5FB,2016-10-01,2025-03-28,2004-12-11,2006-07-26,Registered,
Client_077 Ltd,CL-077,Corporate,SC-761,MBR-06285,UID-00006285,Active,Registered,1986,M,G12 6XK,2016-04-02,2025-10-30,2002-03-25,2012-06-05,Registered,
Client_183 Ltd,CL-183,Family,SC-293,MBR-06286,UID-00006286,Active,Registered,1987,F,WC11B 8YQ,2017-10-02,2021-05-09,2005-01-08,2005-04-21,Registered,
Client_125 Ltd,CL-125,Individual,SC-733,MBR-06287,UID-00006287,Active,Registered,1987,F,CF15 9QR,2017-12-11,2025-10-30,2012-07-18,2016-10-27,Registered,
Client_113 Ltd,CL-113,Family,SC-961,MBR-06288,UID-00006288,Active,Registered,1981,M,N5 2YB,2024-02-27,2025-10-30,2022-03-12,2024-02-11,Registered,
Client_177 Ltd,CL-177,SME,SC-539,MBR-06289,UID-00006289,Active,Registered,1963,F,NW15 1IA,2017-03-16,2023-07-09,2010-06-30,2011-03-08,Registered,
Client_152 Ltd,CL-152,Corporate,SC-524,MBR-06290,UID-00006290,Active,Registered,1973,M,B16 2DZ,2016-01-20,2021-11-13,2012-01-20,2014-03-11,Registered,
Client_010 Ltd,CL-010,Family,SC-469,MBR-06291,UID-00006291,Active,Registered,1997,M,N10 8LV,2016-08-09,2019-04-20,2004-05-02,2011-10-24,Registered,
Client_135 Ltd,CL-135,Individual,SC-239,MBR-06292,UID-00006292,Active,Registered,1984,M,EH18 5DA,2023-02-24,2025-10-30,2020-03-14,2020-04-07,Registered,
